S No.,Year,State,Industry,num_of_s,Last Update
1255,2021,Bihar,Internet of Things,2,25-09-2022 04:00:02
1256,2021,Bihar,IT Services,32,25-09-2022 04:00:02
1257,2021,Bihar,Logistics,3,25-09-2022 04:00:02
1258,2021,Bihar,Marketing,6,25-09-2022 04:00:02
1259,2021,Bihar,Media & Entertainment,4,25-09-2022 04:00:02
1260,2021,Bihar,Non- Renewable Energy,25,25-09-2022 04:00:02
1261,2021,Bihar,Other Specialty Retailers,4,25-09-2022 04:00:02
1262,2021,Bihar,Others,15,25-09-2022 04:00:02
1263,2021,Bihar,Professional & Commercial Services,27,25-09-2022 04:00:02
1264,2021,Bihar,Real Estate,1,25-09-2022 04:00:02
1265,2021,Bihar,Renewable Energy,9,25-09-2022 04:00:02
1266,2021,Bihar,Retail,11,25-09-2022 04:00:02
1267,2021,Bihar,Safety,2,25-09-2022 04:00:02
1268,2021,Bihar,Security Solutions,11,25-09-2022 04:00:02
1269,2021,Bihar,Social Impact,5,25-09-2022 04:00:02
1270,2021,Bihar,Social Network,2,25-09-2022 04:00:02
1271,2021,Bihar,Sports,1,25-09-2022 04:00:02
1272,2021,Bihar,Technology Hardware,9,25-09-2022 04:00:02
1273,2021,Bihar,Telecommunication & Networking,1,25-09-2022 04:00:02
1274,2021,Bihar,Textiles & Apparel,5,25-09-2022 04:00:02
1275,2021,Bihar,Toys and Games,1,25-09-2022 04:00:02
1276,2021,Bihar,Transportation & Storage,3,25-09-2022 04:00:02
1277,2021,Bihar,Travel & Tourism,4,25-09-2022 04:00:02
1278,2021,Bihar,Waste Management,3,25-09-2022 04:00:02
1279,2021,Chandigarh,Aeronautics Aerospace & Defence,1,25-09-2022 04:00:02
1280,2021,Chandigarh,Agriculture,2,25-09-2022 04:00:02
1281,2021,Chandigarh,AI,1,25-09-2022 04:00:02
1282,2021,Chandigarh,Construction,1,25-09-2022 04:00:02
1283,2021,Chandigarh,Design,1,25-09-2022 04:00:02
1284,2021,Chandigarh,Education,2,25-09-2022 04:00:02
1285,2021,Chandigarh,Enterprise Software,2,25-09-2022 04:00:02
1286,2021,Chandigarh,Events,1,25-09-2022 04:00:02
1287,2021,Chandigarh,Finance Technology,5,25-09-2022 04:00:02
1288,2021,Chandigarh,Food & Beverages,6,25-09-2022 04:00:02
1289,2021,Chandigarh,Green Technology,1,25-09-2022 04:00:02
1290,2021,Chandigarh,Healthcare & Lifesciences,10,25-09-2022 04:00:02
1291,2021,Chandigarh,Human Resources,1,25-09-2022 04:00:02
1292,2021,Chandigarh,Internet of Things,1,25-09-2022 04:00:02
1293,2021,Chandigarh,IT Services,9,25-09-2022 04:00:02
1294,2021,Chandigarh,Logistics,2,25-09-2022 04:00:02
1295,2021,Chandigarh,Marketing,3,25-09-2022 04:00:02
1296,2021,Chandigarh,Media & Entertainment,2,25-09-2022 04:00:02
1297,2021,Chandigarh,Non- Renewable Energy,1,25-09-2022 04:00:02
1298,2021,Chandigarh,Other Specialty Retailers,1,25-09-2022 04:00:02
1299,2021,Chandigarh,Others,3,25-09-2022 04:00:02
1300,2021,Chandigarh,Professional & Commercial Services,3,25-09-2022 04:00:02
1301,2021,Chandigarh,Real Estate,2,25-09-2022 04:00:02
1302,2021,Chandigarh,Retail,1,25-09-2022 04:00:02
1303,2021,Chandigarh,Robotics,1,25-09-2022 04:00:02
1304,2021,Chandigarh,Social Impact,1,25-09-2022 04:00:02
1305,2021,Chandigarh,Sports,1,25-09-2022 04:00:02
1306,2021,Chandigarh,Technology Hardware,2,25-09-2022 04:00:02
1307,2021,Chandigarh,Travel & Tourism,1,25-09-2022 04:00:02
1308,2021,Chandigarh,Waste Management,1,25-09-2022 04:00:02
1309,2021,Chhattisgarh,Advertising,1,25-09-2022 04:00:02
1310,2021,Chhattisgarh,Aeronautics Aerospace & Defence,3,25-09-2022 04:00:02
1311,2021,Chhattisgarh,Agriculture,20,25-09-2022 04:00:02
1312,2021,Chhattisgarh,AI,1,25-09-2022 04:00:02
1313,2021,Chhattisgarh,Airport Operations,1,25-09-2022 04:00:02
1314,2021,Chhattisgarh,Analytics,1,25-09-2022 04:00:02
1315,2021,Chhattisgarh,AR VR (Augmented + Virtual Reality),1,25-09-2022 04:00:02
1316,2021,Chhattisgarh,Automotive,8,25-09-2022 04:00:02
1317,2021,Chhattisgarh,Chemicals,2,25-09-2022 04:00:02
1318,2021,Chhattisgarh,Construction,4,25-09-2022 04:00:02
1319,2021,Chhattisgarh,Education,12,25-09-2022 04:00:02
1320,2021,Chhattisgarh,Events,1,25-09-2022 04:00:02
1321,2021,Chhattisgarh,Fashion,1,25-09-2022 04:00:02
1322,2021,Chhattisgarh,Finance Technology,6,25-09-2022 04:00:02
1323,2021,Chhattisgarh,Food & Beverages,10,25-09-2022 04:00:02
1324,2021,Chhattisgarh,Green Technology,3,25-09-2022 04:00:02
1325,2021,Chhattisgarh,Healthcare & Lifesciences,12,25-09-2022 04:00:02
1326,2021,Chhattisgarh,House-Hold Services,1,25-09-2022 04:00:02
1327,2021,Chhattisgarh,Human Resources,1,25-09-2022 04:00:02
1328,2021,Chhattisgarh,Internet of Things,5,25-09-2022 04:00:02
1329,2021,Chhattisgarh,IT Services,16,25-09-2022 04:00:02
1330,2021,Chhattisgarh,Logistics,4,25-09-2022 04:00:02
1331,2021,Chhattisgarh,Marketing,5,25-09-2022 04:00:02
1332,2021,Chhattisgarh,Media & Entertainment,2,25-09-2022 04:00:02
1333,2021,Chhattisgarh,Non- Renewable Energy,4,25-09-2022 04:00:02
1334,2021,Chhattisgarh,Other Specialty Retailers,1,25-09-2022 04:00:02
1335,2021,Chhattisgarh,Others,6,25-09-2022 04:00:02
1336,2021,Chhattisgarh,Professional & Commercial Services,12,25-09-2022 04:00:02
1337,2021,Chhattisgarh,Real Estate,2,25-09-2022 04:00:02
1338,2021,Chhattisgarh,Renewable Energy,6,25-09-2022 04:00:02
1339,2021,Chhattisgarh,Retail,3,25-09-2022 04:00:02
1340,2021,Chhattisgarh,Safety,1,25-09-2022 04:00:02
1341,2021,Chhattisgarh,Security Solutions,2,25-09-2022 04:00:02
1342,2021,Chhattisgarh,Social Network,1,25-09-2022 04:00:02
1343,2021,Chhattisgarh,Technology Hardware,4,25-09-2022 04:00:02
1344,2021,Chhattisgarh,Telecommunication & Networking,2,25-09-2022 04:00:02
1345,2021,Chhattisgarh,Textiles & Apparel,2,25-09-2022 04:00:02
1346,2021,Chhattisgarh,Transportation & Storage,1,25-09-2022 04:00:02
1347,2021,Dadra and Nagar Haveli and Daman and Diu,Agriculture,2,25-09-2022 04:00:02
1348,2021,Dadra and Nagar Haveli and Daman and Diu,Enterprise Software,2,25-09-2022 04:00:02
1349,2021,Dadra and Nagar Haveli and Daman and Diu,Fashion,1,25-09-2022 04:00:02
1350,2021,Dadra and Nagar Haveli and Daman and Diu,Food & Beverages,2,25-09-2022 04:00:02
1351,2021,Dadra and Nagar Haveli and Daman and Diu,House-Hold Services,1,25-09-2022 04:00:02
1352,2021,Dadra and Nagar Haveli and Daman and Diu,Others,2,25-09-2022 04:00:02
1353,2021,Dadra and Nagar Haveli and Daman and Diu,Textiles & Apparel,1,25-09-2022 04:00:02
1354,2021,Dadra and Nagar Haveli and Daman and Diu,Transportation & Storage,1,25-09-2022 04:00:02
1355,2021,Delhi,Advertising,20,25-09-2022 04:00:02
1356,2021,Delhi,Aeronautics Aerospace & Defence,26,25-09-2022 04:00:02
1357,2021,Delhi,Agriculture,70,25-09-2022 04:00:02
1358,2021,Delhi,AI,26,25-09-2022 04:00:02
1359,2021,Delhi,Analytics,16,25-09-2022 04:00:02
1360,2021,Delhi,AR VR (Augmented + Virtual Reality),5,25-09-2022 04:00:02
1361,2021,Delhi,Architecture Interior Design,14,25-09-2022 04:00:02
1362,2021,Delhi,Art & Photography,8,25-09-2022 04:00:02
1363,2021,Delhi,Automotive,31,25-09-2022 04:00:02
1364,2021,Delhi,Biotechnology,5,25-09-2022 04:00:02
1365,2021,Delhi,Chemicals,23,25-09-2022 04:00:02
1366,2021,Delhi,Computer Vision,3,25-09-2022 04:00:02
1367,2021,Delhi,Construction,78,25-09-2022 04:00:02
1368,2021,Delhi,Dating Matrimonial,1,25-09-2022 04:00:02
1369,2021,Delhi,Design,12,25-09-2022 04:00:02
1370,2021,Delhi,Education,135,25-09-2022 04:00:02
1371,2021,Delhi,Enterprise Software,29,25-09-2022 04:00:02
1372,2021,Delhi,Events,10,25-09-2022 04:00:02
1373,2021,Delhi,Fashion,43,25-09-2022 04:00:02
1374,2021,Delhi,Finance Technology,76,25-09-2022 04:00:02
1375,2021,Delhi,Food & Beverages,90,25-09-2022 04:00:02
1376,2021,Delhi,Green Technology,33,25-09-2022 04:00:02
1377,2021,Delhi,Healthcare & Lifesciences,234,25-09-2022 04:00:02
1378,2021,Delhi,House-Hold Services,14,25-09-2022 04:00:02
1379,2021,Delhi,Human Resources,57,25-09-2022 04:00:02
1380,2021,Delhi,Indic Language Startups,6,25-09-2022 04:00:02
1381,2021,Delhi,Internet of Things,12,25-09-2022 04:00:02
1382,2021,Delhi,IT Services,222,25-09-2022 04:00:02
1383,2021,Delhi,Logistics,15,25-09-2022 04:00:02
1384,2021,Delhi,Marketing,49,25-09-2022 04:00:02
1385,2021,Delhi,Media & Entertainment,33,25-09-2022 04:00:02
1386,2021,Delhi,Nanotechnology,1,25-09-2022 04:00:02
1387,2021,Delhi,Non- Renewable Energy,14,25-09-2022 04:00:02
1388,2021,Delhi,Other Specialty Retailers,12,25-09-2022 04:00:02
1389,2021,Delhi,Others,146,25-09-2022 04:00:02
1390,2021,Delhi,Pets & Animals,6,25-09-2022 04:00:02
1391,2021,Delhi,Professional & Commercial Services,149,25-09-2022 04:00:02
1392,2021,Delhi,Real Estate,12,25-09-2022 04:00:02
1393,2021,Delhi,Renewable Energy,51,25-09-2022 04:00:02
1394,2021,Delhi,Retail,50,25-09-2022 04:00:02
1395,2021,Delhi,Robotics,8,25-09-2022 04:00:02
1396,2021,Delhi,Safety,11,25-09-2022 04:00:02
1397,2021,Delhi,Security Solutions,51,25-09-2022 04:00:02
1398,2021,Delhi,Social Impact,7,25-09-2022 04:00:02
1399,2021,Delhi,Social Network,22,25-09-2022 04:00:02
1400,2021,Delhi,Sports,15,25-09-2022 04:00:02
1401,2021,Delhi,Technology Hardware,75,25-09-2022 04:00:02
1402,2021,Delhi,Telecommunication & Networking,34,25-09-2022 04:00:02
1403,2021,Delhi,Textiles & Apparel,64,25-09-2022 04:00:02
1404,2021,Delhi,Toys and Games,9,25-09-2022 04:00:02
1405,2021,Delhi,Transportation & Storage,27,25-09-2022 04:00:02
1406,2021,Delhi,Travel & Tourism,35,25-09-2022 04:00:02
1407,2021,Delhi,Waste Management,21,25-09-2022 04:00:02
1408,2021,Goa,Advertising,1,25-09-2022 04:00:02
1409,2021,Goa,Aeronautics Aerospace & Defence,1,25-09-2022 04:00:02
1410,2021,Goa,Agriculture,2,25-09-2022 04:00:02
1411,2021,Goa,AI,3,25-09-2022 04:00:02
1412,2021,Goa,Automotive,1,25-09-2022 04:00:02
1413,2021,Goa,Chemicals,1,25-09-2022 04:00:02
1414,2021,Goa,Construction,9,25-09-2022 04:00:02
1415,2021,Goa,Design,1,25-09-2022 04:00:02
1416,2021,Goa,Education,3,25-09-2022 04:00:02
1417,2021,Goa,Events,1,25-09-2022 04:00:02
1418,2021,Goa,Finance Technology,2,25-09-2022 04:00:02
1419,2021,Goa,Food & Beverages,6,25-09-2022 04:00:02
1420,2021,Goa,Green Technology,1,25-09-2022 04:00:02
1421,2021,Goa,Healthcare & Lifesciences,5,25-09-2022 04:00:02
1422,2021,Goa,Internet of Things,1,25-09-2022 04:00:02
1423,2021,Goa,IT Services,8,25-09-2022 04:00:02
1424,2021,Goa,Logistics,1,25-09-2022 04:00:02
1425,2021,Goa,Marketing,1,25-09-2022 04:00:02
1426,2021,Goa,Non- Renewable Energy,5,25-09-2022 04:00:02
1427,2021,Goa,Other Specialty Retailers,1,25-09-2022 04:00:02
1428,2021,Goa,Others,7,25-09-2022 04:00:02
1429,2021,Goa,Professional & Commercial Services,5,25-09-2022 04:00:02
1430,2021,Goa,Real Estate,1,25-09-2022 04:00:02
1431,2021,Goa,Renewable Energy,1,25-09-2022 04:00:02
1432,2021,Goa,Retail,3,25-09-2022 04:00:02
1433,2021,Goa,Security Solutions,1,25-09-2022 04:00:02
1434,2021,Goa,Social Network,1,25-09-2022 04:00:02
1435,2021,Goa,Technology Hardware,1,25-09-2022 04:00:02
1436,2021,Goa,Transportation & Storage,2,25-09-2022 04:00:02
1437,2021,Goa,Travel & Tourism,4,25-09-2022 04:00:02
1438,2021,Goa,Waste Management,1,25-09-2022 04:00:02
1439,2021,Gujarat,Advertising,12,25-09-2022 04:00:02
1440,2021,Gujarat,Aeronautics Aerospace & Defence,7,25-09-2022 04:00:02
1441,2021,Gujarat,Agriculture,107,25-09-2022 04:00:02
1442,2021,Gujarat,AI,14,25-09-2022 04:00:02
1443,2021,Gujarat,Analytics,7,25-09-2022 04:00:02
1444,2021,Gujarat,Animation,2,25-09-2022 04:00:02
1445,2021,Gujarat,AR VR (Augmented + Virtual Reality),4,25-09-2022 04:00:02
1446,2021,Gujarat,Architecture Interior Design,3,25-09-2022 04:00:02
1447,2021,Gujarat,Art & Photography,7,25-09-2022 04:00:02
1448,2021,Gujarat,Automotive,39,25-09-2022 04:00:02
1449,2021,Gujarat,Biotechnology,8,25-09-2022 04:00:02
1450,2021,Gujarat,Chemicals,36,25-09-2022 04:00:02
1451,2021,Gujarat,Computer Vision,4,25-09-2022 04:00:02
1452,2021,Gujarat,Construction,87,25-09-2022 04:00:02
1453,2021,Gujarat,Dating Matrimonial,1,25-09-2022 04:00:02
1454,2021,Gujarat,Design,10,25-09-2022 04:00:02
1455,2021,Gujarat,Education,65,25-09-2022 04:00:02
1456,2021,Gujarat,Enterprise Software,19,25-09-2022 04:00:02
1457,2021,Gujarat,Events,5,25-09-2022 04:00:02
1458,2021,Gujarat,Fashion,18,25-09-2022 04:00:02
1459,2021,Gujarat,Finance Technology,31,25-09-2022 04:00:02
1460,2021,Gujarat,Food & Beverages,88,25-09-2022 04:00:02
1461,2021,Gujarat,Green Technology,30,25-09-2022 04:00:02
1462,2021,Gujarat,Healthcare & Lifesciences,208,25-09-2022 04:00:02
1463,2021,Gujarat,House-Hold Services,10,25-09-2022 04:00:02
1464,2021,Gujarat,Human Resources,27,25-09-2022 04:00:02
1465,2021,Gujarat,Indic Language Startups,12,25-09-2022 04:00:02
1466,2021,Gujarat,Internet of Things,13,25-09-2022 04:00:02
1467,2021,Gujarat,IT Services,183,25-09-2022 04:00:02
1468,2021,Gujarat,Logistics,9,25-09-2022 04:00:02
1469,2021,Gujarat,Marketing,26,25-09-2022 04:00:02
1470,2021,Gujarat,Media & Entertainment,20,25-09-2022 04:00:02
1471,2021,Gujarat,Nanotechnology,5,25-09-2022 04:00:02
1472,2021,Gujarat,Non- Renewable Energy,36,25-09-2022 04:00:02
1473,2021,Gujarat,Other Specialty Retailers,12,25-09-2022 04:00:02
1474,2021,Gujarat,Others,91,25-09-2022 04:00:02
1475,2021,Gujarat,Passenger Experience,1,25-09-2022 04:00:02
1476,2021,Gujarat,Pets & Animals,2,25-09-2022 04:00:02
1477,2021,Gujarat,Professional & Commercial Services,131,25-09-2022 04:00:02
1478,2021,Gujarat,Real Estate,4,25-09-2022 04:00:02
1479,2021,Gujarat,Renewable Energy,96,25-09-2022 04:00:02
1480,2021,Gujarat,Retail,32,25-09-2022 04:00:02
1481,2021,Gujarat,Robotics,9,25-09-2022 04:00:02
1482,2021,Gujarat,Safety,4,25-09-2022 04:00:02
1483,2021,Gujarat,Security Solutions,17,25-09-2022 04:00:02
1484,2021,Gujarat,Social Impact,7,25-09-2022 04:00:02
1485,2021,Gujarat,Social Network,6,25-09-2022 04:00:02
1486,2021,Gujarat,Sports,3,25-09-2022 04:00:02
1487,2021,Gujarat,Technology Hardware,57,25-09-2022 04:00:02
1488,2021,Gujarat,Telecommunication & Networking,10,25-09-2022 04:00:02
1489,2021,Gujarat,Textiles & Apparel,24,25-09-2022 04:00:02
1490,2021,Gujarat,Toys and Games,12,25-09-2022 04:00:02
1491,2021,Gujarat,Transportation & Storage,21,25-09-2022 04:00:02
1492,2021,Gujarat,Travel & Tourism,20,25-09-2022 04:00:02
1493,2021,Gujarat,Waste Management,18,25-09-2022 04:00:02
1494,2021,Haryana,Advertising,8,25-09-2022 04:00:02
1495,2021,Haryana,Aeronautics Aerospace & Defence,5,25-09-2022 04:00:02
1496,2021,Haryana,Agriculture,51,25-09-2022 04:00:02
1497,2021,Haryana,AI,19,25-09-2022 04:00:02
1498,2021,Haryana,Airport Operations,1,25-09-2022 04:00:02
1499,2021,Haryana,Analytics,5,25-09-2022 04:00:02
1500,2021,Haryana,AR VR (Augmented + Virtual Reality),4,25-09-2022 04:00:02
1501,2021,Haryana,Architecture Interior Design,5,25-09-2022 04:00:02
1502,2021,Haryana,Art & Photography,3,25-09-2022 04:00:02
1503,2021,Haryana,Automotive,30,25-09-2022 04:00:02
1504,2021,Haryana,Biotechnology,4,25-09-2022 04:00:02
1505,2021,Haryana,Chemicals,10,25-09-2022 04:00:02
1506,2021,Haryana,Construction,50,25-09-2022 04:00:02
1507,2021,Haryana,Dating Matrimonial,2,25-09-2022 04:00:02
1508,2021,Haryana,Design,3,25-09-2022 04:00:02
1509,2021,Haryana,Education,62,25-09-2022 04:00:02
1510,2021,Haryana,Enterprise Software,9,25-09-2022 04:00:02
1511,2021,Haryana,Events,2,25-09-2022 04:00:02
1512,2021,Haryana,Fashion,13,25-09-2022 04:00:02
1513,2021,Haryana,Finance Technology,40,25-09-2022 04:00:02
1514,2021,Haryana,Food & Beverages,66,25-09-2022 04:00:02
1515,2021,Haryana,Green Technology,17,25-09-2022 04:00:02
1516,2021,Haryana,Healthcare & Lifesciences,103,25-09-2022 04:00:02
1517,2021,Haryana,House-Hold Services,8,25-09-2022 04:00:02
1518,2021,Haryana,Human Resources,32,25-09-2022 04:00:02
1519,2021,Haryana,Indic Language Startups,3,25-09-2022 04:00:02
1520,2021,Haryana,Internet of Things,14,25-09-2022 04:00:02
1521,2021,Haryana,IT Services,104,25-09-2022 04:00:02
1522,2021,Haryana,Logistics,17,25-09-2022 04:00:02
1523,2021,Haryana,Marketing,17,25-09-2022 04:00:02
1524,2021,Haryana,Media & Entertainment,17,25-09-2022 04:00:02
1525,2021,Haryana,Non- Renewable Energy,30,25-09-2022 04:00:02
1526,2021,Haryana,Other Specialty Retailers,7,25-09-2022 04:00:02
1527,2021,Haryana,Others,42,25-09-2022 04:00:02
1528,2021,Haryana,Pets & Animals,2,25-09-2022 04:00:02
1529,2021,Haryana,Professional & Commercial Services,66,25-09-2022 04:00:02
1530,2021,Haryana,Real Estate,10,25-09-2022 04:00:02
1531,2021,Haryana,Renewable Energy,23,25-09-2022 04:00:02
1532,2021,Haryana,Retail,26,25-09-2022 04:00:02
1533,2021,Haryana,Robotics,3,25-09-2022 04:00:02
1534,2021,Haryana,Safety,2,25-09-2022 04:00:02
1535,2021,Haryana,Security Solutions,14,25-09-2022 04:00:02
1536,2021,Haryana,Social Impact,1,25-09-2022 04:00:02
1537,2021,Haryana,Social Network,8,25-09-2022 04:00:02
1538,2021,Haryana,Sports,5,25-09-2022 04:00:02
1539,2021,Haryana,Technology Hardware,30,25-09-2022 04:00:02
1540,2021,Haryana,Telecommunication & Networking,14,25-09-2022 04:00:02
1541,2021,Haryana,Textiles & Apparel,8,25-09-2022 04:00:02
1542,2021,Haryana,Toys and Games,5,25-09-2022 04:00:02
1543,2021,Haryana,Transportation & Storage,18,25-09-2022 04:00:02
1544,2021,Haryana,Travel & Tourism,22,25-09-2022 04:00:02
1545,2021,Haryana,Waste Management,10,25-09-2022 04:00:02
1546,2021,Himachal Pradesh,Aeronautics Aerospace & Defence,1,25-09-2022 04:00:02
1547,2021,Himachal Pradesh,Agriculture,4,25-09-2022 04:00:02
1548,2021,Himachal Pradesh,AI,2,25-09-2022 04:00:02
1549,2021,Himachal Pradesh,Architecture Interior Design,1,25-09-2022 04:00:02
1550,2021,Himachal Pradesh,Chemicals,1,25-09-2022 04:00:02
1551,2021,Himachal Pradesh,Computer Vision,1,25-09-2022 04:00:02
1552,2021,Himachal Pradesh,Construction,4,25-09-2022 04:00:02
1553,2021,Himachal Pradesh,Design,1,25-09-2022 04:00:02
1554,2021,Himachal Pradesh,Education,3,25-09-2022 04:00:02
1555,2021,Himachal Pradesh,Events,1,25-09-2022 04:00:02
1556,2021,Himachal Pradesh,Fashion,3,25-09-2022 04:00:02
1557,2021,Himachal Pradesh,Finance Technology,1,25-09-2022 04:00:02
1558,2021,Himachal Pradesh,Food & Beverages,3,25-09-2022 04:00:02
1559,2021,Himachal Pradesh,Green Technology,1,25-09-2022 04:00:02
1560,2021,Himachal Pradesh,Healthcare & Lifesciences,3,25-09-2022 04:00:02
1561,2021,Himachal Pradesh,Internet of Things,1,25-09-2022 04:00:02
1562,2021,Himachal Pradesh,IT Services,3,25-09-2022 04:00:02
1563,2021,Himachal Pradesh,Logistics,2,25-09-2022 04:00:02
1564,2021,Himachal Pradesh,Non- Renewable Energy,2,25-09-2022 04:00:02
1565,2021,Himachal Pradesh,Others,3,25-09-2022 04:00:02
1566,2021,Himachal Pradesh,Professional & Commercial Services,2,25-09-2022 04:00:02
1567,2021,Himachal Pradesh,Renewable Energy,4,25-09-2022 04:00:02
1568,2021,Himachal Pradesh,Retail,1,25-09-2022 04:00:02
1569,2021,Himachal Pradesh,Textiles & Apparel,2,25-09-2022 04:00:02
1570,2021,Himachal Pradesh,Toys and Games,1,25-09-2022 04:00:02
1571,2021,Himachal Pradesh,Transportation & Storage,1,25-09-2022 04:00:02
1572,2021,Himachal Pradesh,Travel & Tourism,3,25-09-2022 04:00:02
1573,2021,Himachal Pradesh,Waste Management,1,25-09-2022 04:00:02
1574,2021,Jammu and Kashmir,Advertising,1,25-09-2022 04:00:02
1575,2021,Jammu and Kashmir,Aeronautics Aerospace & Defence,2,25-09-2022 04:00:02
1576,2021,Jammu and Kashmir,Agriculture,12,25-09-2022 04:00:02
1577,2021,Jammu and Kashmir,AI,1,25-09-2022 04:00:02
1578,2021,Jammu and Kashmir,Automotive,4,25-09-2022 04:00:02
1579,2021,Jammu and Kashmir,Construction,18,25-09-2022 04:00:02
1580,2021,Jammu and Kashmir,Design,1,25-09-2022 04:00:02
1581,2021,Jammu and Kashmir,Education,4,25-09-2022 04:00:02
1582,2021,Jammu and Kashmir,Finance Technology,1,25-09-2022 04:00:02
1583,2021,Jammu and Kashmir,Food & Beverages,5,25-09-2022 04:00:02
1584,2021,Jammu and Kashmir,Green Technology,1,25-09-2022 04:00:02
1585,2021,Jammu and Kashmir,Healthcare & Lifesciences,10,25-09-2022 04:00:02
1586,2021,Jammu and Kashmir,Human Resources,3,25-09-2022 04:00:02
1587,2021,Jammu and Kashmir,Internet of Things,1,25-09-2022 04:00:02
1588,2021,Jammu and Kashmir,IT Services,8,25-09-2022 04:00:02
1589,2021,Jammu and Kashmir,Non- Renewable Energy,31,25-09-2022 04:00:02
1590,2021,Jammu and Kashmir,Others,1,25-09-2022 04:00:02
1591,2021,Jammu and Kashmir,Pets & Animals,1,25-09-2022 04:00:02
1592,2021,Jammu and Kashmir,Professional & Commercial Services,5,25-09-2022 04:00:02
1593,2021,Jammu and Kashmir,Real Estate,1,25-09-2022 04:00:02
1594,2021,Jammu and Kashmir,Renewable Energy,6,25-09-2022 04:00:02
1595,2021,Jammu and Kashmir,Retail,3,25-09-2022 04:00:02
1596,2021,Jammu and Kashmir,Robotics,1,25-09-2022 04:00:02
1597,2021,Jammu and Kashmir,Security Solutions,3,25-09-2022 04:00:02
1598,2021,Jammu and Kashmir,Social Impact,1,25-09-2022 04:00:02
1599,2021,Jammu and Kashmir,Textiles & Apparel,1,25-09-2022 04:00:02
1600,2021,Jammu and Kashmir,Transportation & Storage,1,25-09-2022 04:00:02
1601,2021,Jammu and Kashmir,Travel & Tourism,4,25-09-2022 04:00:02
1602,2021,Jammu and Kashmir,Waste Management,1,25-09-2022 04:00:02
1603,2021,Jharkhand,Aeronautics Aerospace & Defence,1,25-09-2022 04:00:02
1604,2021,Jharkhand,Agriculture,18,25-09-2022 04:00:02
1605,2021,Jharkhand,AR VR (Augmented + Virtual Reality),2,25-09-2022 04:00:02
1606,2021,Jharkhand,Automotive,4,25-09-2022 04:00:02
1607,2021,Jharkhand,Chemicals,2,25-09-2022 04:00:02
1608,2021,Jharkhand,Construction,16,25-09-2022 04:00:02
1609,2021,Jharkhand,Design,1,25-09-2022 04:00:02
1610,2021,Jharkhand,Education,8,25-09-2022 04:00:02
1611,2021,Jharkhand,Enterprise Software,1,25-09-2022 04:00:02
1612,2021,Jharkhand,Fashion,1,25-09-2022 04:00:02
1613,2021,Jharkhand,Finance Technology,2,25-09-2022 04:00:02
1614,2021,Jharkhand,Food & Beverages,10,25-09-2022 04:00:02
1615,2021,Jharkhand,Green Technology,5,25-09-2022 04:00:02
1616,2021,Jharkhand,Healthcare & Lifesciences,10,25-09-2022 04:00:02
1617,2021,Jharkhand,House-Hold Services,4,25-09-2022 04:00:02
1618,2021,Jharkhand,Human Resources,5,25-09-2022 04:00:02
1619,2021,Jharkhand,Indic Language Startups,2,25-09-2022 04:00:02
1620,2021,Jharkhand,Internet of Things,2,25-09-2022 04:00:02
1621,2021,Jharkhand,IT Services,19,25-09-2022 04:00:02
1622,2021,Jharkhand,Logistics,3,25-09-2022 04:00:02
1623,2021,Jharkhand,Marketing,1,25-09-2022 04:00:02
1624,2021,Jharkhand,Media & Entertainment,2,25-09-2022 04:00:02
1625,2021,Jharkhand,Non- Renewable Energy,18,25-09-2022 04:00:02
1626,2021,Jharkhand,Other Specialty Retailers,2,25-09-2022 04:00:02
1627,2021,Jharkhand,Others,12,25-09-2022 04:00:02
1628,2021,Jharkhand,Professional & Commercial Services,11,25-09-2022 04:00:02
1629,2021,Jharkhand,Renewable Energy,5,25-09-2022 04:00:02
1630,2021,Jharkhand,Retail,6,25-09-2022 04:00:02
1631,2021,Jharkhand,Safety,1,25-09-2022 04:00:02
1632,2021,Jharkhand,Security Solutions,3,25-09-2022 04:00:02
1633,2021,Jharkhand,Social Impact,1,25-09-2022 04:00:02
1634,2021,Jharkhand,Technology Hardware,3,25-09-2022 04:00:02
1635,2021,Jharkhand,Telecommunication & Networking,2,25-09-2022 04:00:02
1636,2021,Jharkhand,Textiles & Apparel,3,25-09-2022 04:00:02
1637,2021,Jharkhand,Toys and Games,2,25-09-2022 04:00:02
1638,2021,Jharkhand,Transportation & Storage,1,25-09-2022 04:00:02
1639,2021,Jharkhand,Waste Management,2,25-09-2022 04:00:02
1640,2021,Karnataka,Advertising,8,25-09-2022 04:00:02
1641,2021,Karnataka,Aeronautics Aerospace & Defence,34,25-09-2022 04:00:02
1642,2021,Karnataka,Agriculture,89,25-09-2022 04:00:02
1643,2021,Karnataka,AI,81,25-09-2022 04:00:02
1644,2021,Karnataka,Airport Operations,1,25-09-2022 04:00:02
1645,2021,Karnataka,Analytics,18,25-09-2022 04:00:02
1646,2021,Karnataka,Animation,1,25-09-2022 04:00:02
1647,2021,Karnataka,AR VR (Augmented + Virtual Reality),11,25-09-2022 04:00:02
1648,2021,Karnataka,Architecture Interior Design,20,25-09-2022 04:00:02
1649,2021,Karnataka,Art & Photography,4,25-09-2022 04:00:02
1650,2021,Karnataka,Automotive,59,25-09-2022 04:00:02
1651,2021,Karnataka,Biotechnology,22,25-09-2022 04:00:02
1652,2021,Karnataka,Chemicals,13,25-09-2022 04:00:02
