S No.,Year,State,Industry,num_of_s,Last Update
1,2022,Andaman and Nicobar Islands,Agriculture,1,25-09-2022 04:00:02
2,2022,Andaman and Nicobar Islands,AR VR (Augmented + Virtual Reality),1,25-09-2022 04:00:02
3,2022,Andaman and Nicobar Islands,Construction,1,25-09-2022 04:00:02
4,2022,Andaman and Nicobar Islands,Internet of Things,1,25-09-2022 04:00:02
5,2022,Andaman and Nicobar Islands,Marketing,1,25-09-2022 04:00:02
6,2022,Andaman and Nicobar Islands,Other Specialty Retailers,1,25-09-2022 04:00:02
7,2022,Andaman and Nicobar Islands,Transportation & Storage,1,25-09-2022 04:00:02
8,2022,Andaman and Nicobar Islands,Travel & Tourism,2,25-09-2022 04:00:02
9,2022,Andhra Pradesh,Advertising,2,25-09-2022 04:00:02
10,2022,Andhra Pradesh,Aeronautics Aerospace & Defence,5,25-09-2022 04:00:02
11,2022,Andhra Pradesh,Agriculture,21,25-09-2022 04:00:02
12,2022,Andhra Pradesh,AI,3,25-09-2022 04:00:02
13,2022,Andhra Pradesh,Analytics,1,25-09-2022 04:00:02
14,2022,Andhra Pradesh,Automotive,12,25-09-2022 04:00:02
15,2022,Andhra Pradesh,Biotechnology,2,25-09-2022 04:00:02
16,2022,Andhra Pradesh,Construction,18,25-09-2022 04:00:02
17,2022,Andhra Pradesh,Education,20,25-09-2022 04:00:02
18,2022,Andhra Pradesh,Enterprise Software,3,25-09-2022 04:00:02
19,2022,Andhra Pradesh,Fashion,2,25-09-2022 04:00:02
20,2022,Andhra Pradesh,Finance Technology,8,25-09-2022 04:00:02
21,2022,Andhra Pradesh,Food & Beverages,15,25-09-2022 04:00:02
22,2022,Andhra Pradesh,Green Technology,9,25-09-2022 04:00:02
23,2022,Andhra Pradesh,Healthcare & Lifesciences,12,25-09-2022 04:00:02
24,2022,Andhra Pradesh,Human Resources,5,25-09-2022 04:00:02
25,2022,Andhra Pradesh,Indic Language Startups,1,25-09-2022 04:00:02
26,2022,Andhra Pradesh,Internet of Things,3,25-09-2022 04:00:02
27,2022,Andhra Pradesh,IT Services,40,25-09-2022 04:00:02
28,2022,Andhra Pradesh,Logistics,3,25-09-2022 04:00:02
29,2022,Andhra Pradesh,Marketing,2,25-09-2022 04:00:02
30,2022,Andhra Pradesh,Media & Entertainment,1,25-09-2022 04:00:02
31,2022,Andhra Pradesh,Non- Renewable Energy,7,25-09-2022 04:00:02
32,2022,Andhra Pradesh,Other Specialty Retailers,1,25-09-2022 04:00:02
33,2022,Andhra Pradesh,Others,6,25-09-2022 04:00:02
34,2022,Andhra Pradesh,Professional & Commercial Services,16,25-09-2022 04:00:02
35,2022,Andhra Pradesh,Real Estate,3,25-09-2022 04:00:02
36,2022,Andhra Pradesh,Renewable Energy,5,25-09-2022 04:00:02
37,2022,Andhra Pradesh,Retail,4,25-09-2022 04:00:02
38,2022,Andhra Pradesh,Robotics,2,25-09-2022 04:00:02
39,2022,Andhra Pradesh,Social Network,2,25-09-2022 04:00:02
40,2022,Andhra Pradesh,Sports,1,25-09-2022 04:00:02
41,2022,Andhra Pradesh,Technology Hardware,6,25-09-2022 04:00:02
42,2022,Andhra Pradesh,Telecommunication & Networking,1,25-09-2022 04:00:02
43,2022,Andhra Pradesh,Toys and Games,1,25-09-2022 04:00:02
44,2022,Andhra Pradesh,Transportation & Storage,6,25-09-2022 04:00:02
45,2022,Andhra Pradesh,Travel & Tourism,3,25-09-2022 04:00:02
46,2022,Andhra Pradesh,Waste Management,3,25-09-2022 04:00:02
47,2022,Arunachal Pradesh,Construction,2,25-09-2022 04:00:02
48,2022,Arunachal Pradesh,IT Services,1,25-09-2022 04:00:02
49,2022,Arunachal Pradesh,Professional & Commercial Services,1,25-09-2022 04:00:02
50,2022,Arunachal Pradesh,Social Impact,1,25-09-2022 04:00:02
51,2022,Assam,Advertising,1,25-09-2022 04:00:02
52,2022,Assam,Agriculture,16,25-09-2022 04:00:02
53,2022,Assam,Analytics,2,25-09-2022 04:00:02
54,2022,Assam,Architecture Interior Design,1,25-09-2022 04:00:02
55,2022,Assam,Automotive,5,25-09-2022 04:00:02
56,2022,Assam,Biotechnology,1,25-09-2022 04:00:02
57,2022,Assam,Chemicals,4,25-09-2022 04:00:02
58,2022,Assam,Construction,26,25-09-2022 04:00:02
59,2022,Assam,Design,1,25-09-2022 04:00:02
60,2022,Assam,Education,16,25-09-2022 04:00:02
61,2022,Assam,Enterprise Software,1,25-09-2022 04:00:02
62,2022,Assam,Finance Technology,5,25-09-2022 04:00:02
63,2022,Assam,Food & Beverages,11,25-09-2022 04:00:02
64,2022,Assam,Green Technology,4,25-09-2022 04:00:02
65,2022,Assam,Healthcare & Lifesciences,16,25-09-2022 04:00:02
66,2022,Assam,IT Services,6,25-09-2022 04:00:02
67,2022,Assam,Logistics,1,25-09-2022 04:00:02
68,2022,Assam,Marketing,3,25-09-2022 04:00:02
69,2022,Assam,Media & Entertainment,2,25-09-2022 04:00:02
70,2022,Assam,Non- Renewable Energy,11,25-09-2022 04:00:02
71,2022,Assam,Others,9,25-09-2022 04:00:02
72,2022,Assam,Pets & Animals,2,25-09-2022 04:00:02
73,2022,Assam,Professional & Commercial Services,10,25-09-2022 04:00:02
74,2022,Assam,Real Estate,2,25-09-2022 04:00:02
75,2022,Assam,Renewable Energy,2,25-09-2022 04:00:02
76,2022,Assam,Retail,8,25-09-2022 04:00:02
77,2022,Assam,Robotics,1,25-09-2022 04:00:02
78,2022,Assam,Security Solutions,1,25-09-2022 04:00:02
79,2022,Assam,Social Impact,2,25-09-2022 04:00:02
80,2022,Assam,Social Network,1,25-09-2022 04:00:02
81,2022,Assam,Technology Hardware,2,25-09-2022 04:00:02
82,2022,Assam,Telecommunication & Networking,3,25-09-2022 04:00:02
83,2022,Assam,Textiles & Apparel,1,25-09-2022 04:00:02
84,2022,Assam,Toys and Games,1,25-09-2022 04:00:02
85,2022,Assam,Transportation & Storage,1,25-09-2022 04:00:02
86,2022,Assam,Travel & Tourism,4,25-09-2022 04:00:02
87,2022,Assam,Waste Management,2,25-09-2022 04:00:02
88,2022,Bihar,Advertising,2,25-09-2022 04:00:02
89,2022,Bihar,Aeronautics Aerospace & Defence,4,25-09-2022 04:00:02
90,2022,Bihar,Agriculture,22,25-09-2022 04:00:02
91,2022,Bihar,AI,3,25-09-2022 04:00:02
92,2022,Bihar,Animation,1,25-09-2022 04:00:02
93,2022,Bihar,AR VR (Augmented + Virtual Reality),1,25-09-2022 04:00:02
94,2022,Bihar,Art & Photography,3,25-09-2022 04:00:02
95,2022,Bihar,Automotive,7,25-09-2022 04:00:02
96,2022,Bihar,Biotechnology,1,25-09-2022 04:00:02
97,2022,Bihar,Chemicals,2,25-09-2022 04:00:02
98,2022,Bihar,Construction,59,25-09-2022 04:00:02
99,2022,Bihar,Education,23,25-09-2022 04:00:02
100,2022,Bihar,Events,2,25-09-2022 04:00:02
101,2022,Bihar,Fashion,4,25-09-2022 04:00:02
102,2022,Bihar,Finance Technology,9,25-09-2022 04:00:02
103,2022,Bihar,Food & Beverages,22,25-09-2022 04:00:02
104,2022,Bihar,Green Technology,5,25-09-2022 04:00:02
105,2022,Bihar,Healthcare & Lifesciences,29,25-09-2022 04:00:02
106,2022,Bihar,House-Hold Services,3,25-09-2022 04:00:02
107,2022,Bihar,Human Resources,12,25-09-2022 04:00:02
108,2022,Bihar,Internet of Things,3,25-09-2022 04:00:02
109,2022,Bihar,IT Services,25,25-09-2022 04:00:02
110,2022,Bihar,Marketing,3,25-09-2022 04:00:02
111,2022,Bihar,Media & Entertainment,4,25-09-2022 04:00:02
112,2022,Bihar,Non- Renewable Energy,8,25-09-2022 04:00:02
113,2022,Bihar,Other Specialty Retailers,1,25-09-2022 04:00:02
114,2022,Bihar,Others,8,25-09-2022 04:00:02
115,2022,Bihar,Pets & Animals,1,25-09-2022 04:00:02
116,2022,Bihar,Professional & Commercial Services,29,25-09-2022 04:00:02
117,2022,Bihar,Real Estate,6,25-09-2022 04:00:02
118,2022,Bihar,Renewable Energy,10,25-09-2022 04:00:02
119,2022,Bihar,Retail,6,25-09-2022 04:00:02
120,2022,Bihar,Safety,1,25-09-2022 04:00:02
121,2022,Bihar,Security Solutions,7,25-09-2022 04:00:02
122,2022,Bihar,Social Impact,2,25-09-2022 04:00:02
123,2022,Bihar,Social Network,3,25-09-2022 04:00:02
124,2022,Bihar,Technology Hardware,6,25-09-2022 04:00:02
125,2022,Bihar,Telecommunication & Networking,5,25-09-2022 04:00:02
126,2022,Bihar,Textiles & Apparel,6,25-09-2022 04:00:02
127,2022,Bihar,Transportation & Storage,5,25-09-2022 04:00:02
128,2022,Bihar,Travel & Tourism,3,25-09-2022 04:00:02
129,2022,Bihar,Waste Management,2,25-09-2022 04:00:02
130,2022,Chandigarh,Aeronautics Aerospace & Defence,1,25-09-2022 04:00:02
131,2022,Chandigarh,AI,1,25-09-2022 04:00:02
132,2022,Chandigarh,Architecture Interior Design,1,25-09-2022 04:00:02
133,2022,Chandigarh,Automotive,1,25-09-2022 04:00:02
134,2022,Chandigarh,Chemicals,1,25-09-2022 04:00:02
135,2022,Chandigarh,Construction,2,25-09-2022 04:00:02
136,2022,Chandigarh,Design,1,25-09-2022 04:00:02
137,2022,Chandigarh,Education,8,25-09-2022 04:00:02
138,2022,Chandigarh,Enterprise Software,3,25-09-2022 04:00:02
139,2022,Chandigarh,Fashion,3,25-09-2022 04:00:02
140,2022,Chandigarh,Finance Technology,1,25-09-2022 04:00:02
141,2022,Chandigarh,Green Technology,2,25-09-2022 04:00:02
142,2022,Chandigarh,Healthcare & Lifesciences,6,25-09-2022 04:00:02
143,2022,Chandigarh,Human Resources,1,25-09-2022 04:00:02
144,2022,Chandigarh,IT Services,5,25-09-2022 04:00:02
145,2022,Chandigarh,Logistics,1,25-09-2022 04:00:02
146,2022,Chandigarh,Marketing,1,25-09-2022 04:00:02
147,2022,Chandigarh,Media & Entertainment,1,25-09-2022 04:00:02
148,2022,Chandigarh,Non- Renewable Energy,1,25-09-2022 04:00:02
149,2022,Chandigarh,Others,2,25-09-2022 04:00:02
150,2022,Chandigarh,Professional & Commercial Services,5,25-09-2022 04:00:02
151,2022,Chandigarh,Real Estate,1,25-09-2022 04:00:02
152,2022,Chandigarh,Renewable Energy,1,25-09-2022 04:00:02
153,2022,Chandigarh,Retail,1,25-09-2022 04:00:02
154,2022,Chandigarh,Security Solutions,1,25-09-2022 04:00:02
155,2022,Chandigarh,Sports,2,25-09-2022 04:00:02
156,2022,Chandigarh,Telecommunication & Networking,1,25-09-2022 04:00:02
157,2022,Chandigarh,Textiles & Apparel,2,25-09-2022 04:00:02
158,2022,Chandigarh,Travel & Tourism,2,25-09-2022 04:00:02
159,2022,Chandigarh,Waste Management,1,25-09-2022 04:00:02
160,2022,Chhattisgarh,Aeronautics Aerospace & Defence,1,25-09-2022 04:00:02
161,2022,Chhattisgarh,Agriculture,22,25-09-2022 04:00:02
162,2022,Chhattisgarh,AI,3,25-09-2022 04:00:02
163,2022,Chhattisgarh,AR VR (Augmented + Virtual Reality),1,25-09-2022 04:00:02
164,2022,Chhattisgarh,Automotive,2,25-09-2022 04:00:02
165,2022,Chhattisgarh,Chemicals,1,25-09-2022 04:00:02
166,2022,Chhattisgarh,Construction,11,25-09-2022 04:00:02
167,2022,Chhattisgarh,Design,2,25-09-2022 04:00:02
168,2022,Chhattisgarh,Education,9,25-09-2022 04:00:02
169,2022,Chhattisgarh,Enterprise Software,1,25-09-2022 04:00:02
170,2022,Chhattisgarh,Events,2,25-09-2022 04:00:02
171,2022,Chhattisgarh,Fashion,2,25-09-2022 04:00:02
172,2022,Chhattisgarh,Finance Technology,4,25-09-2022 04:00:02
173,2022,Chhattisgarh,Food & Beverages,13,25-09-2022 04:00:02
174,2022,Chhattisgarh,Green Technology,3,25-09-2022 04:00:02
175,2022,Chhattisgarh,Healthcare & Lifesciences,17,25-09-2022 04:00:02
176,2022,Chhattisgarh,House-Hold Services,1,25-09-2022 04:00:02
177,2022,Chhattisgarh,Human Resources,4,25-09-2022 04:00:02
178,2022,Chhattisgarh,IT Services,16,25-09-2022 04:00:02
179,2022,Chhattisgarh,Logistics,3,25-09-2022 04:00:02
180,2022,Chhattisgarh,Marketing,3,25-09-2022 04:00:02
181,2022,Chhattisgarh,Media & Entertainment,4,25-09-2022 04:00:02
182,2022,Chhattisgarh,Non- Renewable Energy,1,25-09-2022 04:00:02
183,2022,Chhattisgarh,Others,10,25-09-2022 04:00:02
184,2022,Chhattisgarh,Professional & Commercial Services,8,25-09-2022 04:00:02
185,2022,Chhattisgarh,Real Estate,2,25-09-2022 04:00:02
186,2022,Chhattisgarh,Renewable Energy,6,25-09-2022 04:00:02
187,2022,Chhattisgarh,Retail,2,25-09-2022 04:00:02
188,2022,Chhattisgarh,Safety,1,25-09-2022 04:00:02
189,2022,Chhattisgarh,Security Solutions,1,25-09-2022 04:00:02
190,2022,Chhattisgarh,Social Impact,1,25-09-2022 04:00:02
191,2022,Chhattisgarh,Social Network,1,25-09-2022 04:00:02
192,2022,Chhattisgarh,Sports,1,25-09-2022 04:00:02
193,2022,Chhattisgarh,Technology Hardware,4,25-09-2022 04:00:02
194,2022,Chhattisgarh,Telecommunication & Networking,3,25-09-2022 04:00:02
195,2022,Chhattisgarh,Textiles & Apparel,1,25-09-2022 04:00:02
196,2022,Chhattisgarh,Transportation & Storage,2,25-09-2022 04:00:02
197,2022,Chhattisgarh,Travel & Tourism,1,25-09-2022 04:00:02
198,2022,Chhattisgarh,Waste Management,2,25-09-2022 04:00:02
199,2022,Dadra and Nagar Haveli and Daman and Diu,Construction,1,25-09-2022 04:00:02
200,2022,Dadra and Nagar Haveli and Daman and Diu,Food & Beverages,3,25-09-2022 04:00:02
201,2022,Dadra and Nagar Haveli and Daman and Diu,Green Technology,1,25-09-2022 04:00:02
202,2022,Dadra and Nagar Haveli and Daman and Diu,Other Specialty Retailers,1,25-09-2022 04:00:02
203,2022,Dadra and Nagar Haveli and Daman and Diu,Others,2,25-09-2022 04:00:02
204,2022,Dadra and Nagar Haveli and Daman and Diu,Professional & Commercial Services,1,25-09-2022 04:00:02
205,2022,Dadra and Nagar Haveli and Daman and Diu,Technology Hardware,1,25-09-2022 04:00:02
206,2022,Dadra and Nagar Haveli and Daman and Diu,Textiles & Apparel,1,25-09-2022 04:00:02
207,2022,Delhi,Advertising,10,25-09-2022 04:00:02
208,2022,Delhi,Aeronautics Aerospace & Defence,33,25-09-2022 04:00:02
209,2022,Delhi,Agriculture,46,25-09-2022 04:00:02
210,2022,Delhi,AI,14,25-09-2022 04:00:02
211,2022,Delhi,Airport Operations,1,25-09-2022 04:00:02
212,2022,Delhi,Analytics,7,25-09-2022 04:00:02
213,2022,Delhi,AR VR (Augmented + Virtual Reality),8,25-09-2022 04:00:02
214,2022,Delhi,Architecture Interior Design,14,25-09-2022 04:00:02
215,2022,Delhi,Art & Photography,8,25-09-2022 04:00:02
216,2022,Delhi,Automotive,53,25-09-2022 04:00:02
217,2022,Delhi,Biotechnology,9,25-09-2022 04:00:02
218,2022,Delhi,Chemicals,18,25-09-2022 04:00:02
219,2022,Delhi,Computer Vision,2,25-09-2022 04:00:02
220,2022,Delhi,Construction,74,25-09-2022 04:00:02
221,2022,Delhi,Dating Matrimonial,4,25-09-2022 04:00:02
222,2022,Delhi,Design,7,25-09-2022 04:00:02
223,2022,Delhi,Education,124,25-09-2022 04:00:02
224,2022,Delhi,Enterprise Software,14,25-09-2022 04:00:02
225,2022,Delhi,Events,8,25-09-2022 04:00:02
226,2022,Delhi,Fashion,40,25-09-2022 04:00:02
227,2022,Delhi,Finance Technology,76,25-09-2022 04:00:02
228,2022,Delhi,Food & Beverages,90,25-09-2022 04:00:02
229,2022,Delhi,Green Technology,28,25-09-2022 04:00:02
230,2022,Delhi,Healthcare & Lifesciences,230,25-09-2022 04:00:02
231,2022,Delhi,House-Hold Services,15,25-09-2022 04:00:02
232,2022,Delhi,Human Resources,72,25-09-2022 04:00:02
233,2022,Delhi,Indic Language Startups,8,25-09-2022 04:00:02
234,2022,Delhi,Internet of Things,12,25-09-2022 04:00:02
235,2022,Delhi,IT Services,161,25-09-2022 04:00:02
236,2022,Delhi,Logistics,14,25-09-2022 04:00:02
237,2022,Delhi,Marketing,33,25-09-2022 04:00:02
238,2022,Delhi,Media & Entertainment,29,25-09-2022 04:00:02
239,2022,Delhi,Nanotechnology,5,25-09-2022 04:00:02
240,2022,Delhi,Non- Renewable Energy,11,25-09-2022 04:00:02
241,2022,Delhi,Other Specialty Retailers,18,25-09-2022 04:00:02
242,2022,Delhi,Others,122,25-09-2022 04:00:02
243,2022,Delhi,Pets & Animals,7,25-09-2022 04:00:02
244,2022,Delhi,Professional & Commercial Services,123,25-09-2022 04:00:02
245,2022,Delhi,Real Estate,17,25-09-2022 04:00:02
246,2022,Delhi,Renewable Energy,29,25-09-2022 04:00:02
247,2022,Delhi,Retail,54,25-09-2022 04:00:02
248,2022,Delhi,Robotics,4,25-09-2022 04:00:02
249,2022,Delhi,Safety,8,25-09-2022 04:00:02
250,2022,Delhi,Security Solutions,46,25-09-2022 04:00:02
251,2022,Delhi,Social Impact,7,25-09-2022 04:00:02
252,2022,Delhi,Social Network,8,25-09-2022 04:00:02
253,2022,Delhi,Sports,6,25-09-2022 04:00:02
254,2022,Delhi,Technology Hardware,54,25-09-2022 04:00:02
255,2022,Delhi,Telecommunication & Networking,20,25-09-2022 04:00:02
256,2022,Delhi,Textiles & Apparel,43,25-09-2022 04:00:02
257,2022,Delhi,Toys and Games,11,25-09-2022 04:00:02
258,2022,Delhi,Transportation & Storage,25,25-09-2022 04:00:02
259,2022,Delhi,Travel & Tourism,27,25-09-2022 04:00:02
260,2022,Delhi,Waste Management,24,25-09-2022 04:00:02
261,2022,Goa,Agriculture,2,25-09-2022 04:00:02
262,2022,Goa,Art & Photography,1,25-09-2022 04:00:02
263,2022,Goa,Construction,2,25-09-2022 04:00:02
264,2022,Goa,Design,2,25-09-2022 04:00:02
265,2022,Goa,Education,6,25-09-2022 04:00:02
266,2022,Goa,Enterprise Software,1,25-09-2022 04:00:02
267,2022,Goa,Fashion,2,25-09-2022 04:00:02
268,2022,Goa,Finance Technology,4,25-09-2022 04:00:02
269,2022,Goa,Food & Beverages,5,25-09-2022 04:00:02
270,2022,Goa,Green Technology,2,25-09-2022 04:00:02
271,2022,Goa,Healthcare & Lifesciences,7,25-09-2022 04:00:02
272,2022,Goa,Human Resources,2,25-09-2022 04:00:02
273,2022,Goa,Internet of Things,2,25-09-2022 04:00:02
274,2022,Goa,IT Services,5,25-09-2022 04:00:02
275,2022,Goa,Logistics,1,25-09-2022 04:00:02
276,2022,Goa,Marketing,1,25-09-2022 04:00:02
277,2022,Goa,Media & Entertainment,1,25-09-2022 04:00:02
278,2022,Goa,Non- Renewable Energy,2,25-09-2022 04:00:02
279,2022,Goa,Others,3,25-09-2022 04:00:02
280,2022,Goa,Professional & Commercial Services,7,25-09-2022 04:00:02
281,2022,Goa,Retail,3,25-09-2022 04:00:02
282,2022,Goa,Robotics,1,25-09-2022 04:00:02
283,2022,Goa,Sports,1,25-09-2022 04:00:02
284,2022,Goa,Technology Hardware,2,25-09-2022 04:00:02
285,2022,Goa,Transportation & Storage,2,25-09-2022 04:00:02
286,2022,Goa,Travel & Tourism,9,25-09-2022 04:00:02
287,2022,Goa,Waste Management,2,25-09-2022 04:00:02
288,2022,Gujarat,Advertising,7,25-09-2022 04:00:02
289,2022,Gujarat,Aeronautics Aerospace & Defence,10,25-09-2022 04:00:02
290,2022,Gujarat,Agriculture,115,25-09-2022 04:00:02
291,2022,Gujarat,AI,9,25-09-2022 04:00:02
292,2022,Gujarat,Analytics,7,25-09-2022 04:00:02
293,2022,Gujarat,Animation,1,25-09-2022 04:00:02
294,2022,Gujarat,AR VR (Augmented + Virtual Reality),7,25-09-2022 04:00:02
295,2022,Gujarat,Architecture Interior Design,10,25-09-2022 04:00:02
296,2022,Gujarat,Art & Photography,4,25-09-2022 04:00:02
297,2022,Gujarat,Automotive,49,25-09-2022 04:00:02
298,2022,Gujarat,Biotechnology,6,25-09-2022 04:00:02
299,2022,Gujarat,Chemicals,45,25-09-2022 04:00:02
300,2022,Gujarat,Computer Vision,3,25-09-2022 04:00:02
301,2022,Gujarat,Construction,67,25-09-2022 04:00:02
302,2022,Gujarat,Dating Matrimonial,1,25-09-2022 04:00:02
303,2022,Gujarat,Education,50,25-09-2022 04:00:02
304,2022,Gujarat,Enterprise Software,24,25-09-2022 04:00:02
305,2022,Gujarat,Events,3,25-09-2022 04:00:02
306,2022,Gujarat,Fashion,32,25-09-2022 04:00:02
307,2022,Gujarat,Finance Technology,39,25-09-2022 04:00:02
308,2022,Gujarat,Food & Beverages,74,25-09-2022 04:00:02
309,2022,Gujarat,Green Technology,32,25-09-2022 04:00:02
310,2022,Gujarat,Healthcare & Lifesciences,167,25-09-2022 04:00:02
311,2022,Gujarat,House-Hold Services,12,25-09-2022 04:00:02
312,2022,Gujarat,Human Resources,16,25-09-2022 04:00:02
313,2022,Gujarat,Indic Language Startups,7,25-09-2022 04:00:02
314,2022,Gujarat,Internet of Things,7,25-09-2022 04:00:02
315,2022,Gujarat,IT Services,147,25-09-2022 04:00:02
316,2022,Gujarat,Logistics,13,25-09-2022 04:00:02
317,2022,Gujarat,Marketing,16,25-09-2022 04:00:02
318,2022,Gujarat,Media & Entertainment,18,25-09-2022 04:00:02
319,2022,Gujarat,Nanotechnology,1,25-09-2022 04:00:02
320,2022,Gujarat,Non- Renewable Energy,11,25-09-2022 04:00:02
321,2022,Gujarat,Other Specialty Retailers,15,25-09-2022 04:00:02
322,2022,Gujarat,Others,70,25-09-2022 04:00:02
323,2022,Gujarat,Pets & Animals,2,25-09-2022 04:00:02
324,2022,Gujarat,Professional & Commercial Services,97,25-09-2022 04:00:02
325,2022,Gujarat,Real Estate,7,25-09-2022 04:00:02
326,2022,Gujarat,Renewable Energy,78,25-09-2022 04:00:02
327,2022,Gujarat,Retail,26,25-09-2022 04:00:02
328,2022,Gujarat,Robotics,4,25-09-2022 04:00:02
329,2022,Gujarat,Safety,4,25-09-2022 04:00:02
330,2022,Gujarat,Security Solutions,15,25-09-2022 04:00:02
331,2022,Gujarat,Social Impact,6,25-09-2022 04:00:02
332,2022,Gujarat,Social Network,7,25-09-2022 04:00:02
333,2022,Gujarat,Sports,6,25-09-2022 04:00:02
334,2022,Gujarat,Technology Hardware,80,25-09-2022 04:00:02
335,2022,Gujarat,Telecommunication & Networking,11,25-09-2022 04:00:02
336,2022,Gujarat,Textiles & Apparel,34,25-09-2022 04:00:02
337,2022,Gujarat,Toys and Games,9,25-09-2022 04:00:02
338,2022,Gujarat,Transportation & Storage,20,25-09-2022 04:00:02
339,2022,Gujarat,Travel & Tourism,20,25-09-2022 04:00:02
340,2022,Gujarat,Waste Management,17,25-09-2022 04:00:02
341,2022,Haryana,Advertising,7,25-09-2022 04:00:02
342,2022,Haryana,Aeronautics Aerospace & Defence,5,25-09-2022 04:00:02
343,2022,Haryana,Agriculture,48,25-09-2022 04:00:02
344,2022,Haryana,AI,9,25-09-2022 04:00:02
345,2022,Haryana,Airport Operations,1,25-09-2022 04:00:02
346,2022,Haryana,Analytics,6,25-09-2022 04:00:02
347,2022,Haryana,Animation,1,25-09-2022 04:00:02
348,2022,Haryana,AR VR (Augmented + Virtual Reality),1,25-09-2022 04:00:02
349,2022,Haryana,Architecture Interior Design,5,25-09-2022 04:00:02
350,2022,Haryana,Art & Photography,7,25-09-2022 04:00:02
351,2022,Haryana,Automotive,41,25-09-2022 04:00:02
352,2022,Haryana,Biotechnology,1,25-09-2022 04:00:02
353,2022,Haryana,Chemicals,3,25-09-2022 04:00:02
354,2022,Haryana,Computer Vision,1,25-09-2022 04:00:02
355,2022,Haryana,Construction,44,25-09-2022 04:00:02
356,2022,Haryana,Dating Matrimonial,1,25-09-2022 04:00:02
357,2022,Haryana,Design,7,25-09-2022 04:00:02
358,2022,Haryana,Education,49,25-09-2022 04:00:02
359,2022,Haryana,Enterprise Software,13,25-09-2022 04:00:02
360,2022,Haryana,Events,3,25-09-2022 04:00:02
361,2022,Haryana,Fashion,22,25-09-2022 04:00:02
362,2022,Haryana,Finance Technology,33,25-09-2022 04:00:02
363,2022,Haryana,Food & Beverages,51,25-09-2022 04:00:02
364,2022,Haryana,Green Technology,22,25-09-2022 04:00:02
365,2022,Haryana,Healthcare & Lifesciences,79,25-09-2022 04:00:02
366,2022,Haryana,House-Hold Services,3,25-09-2022 04:00:02
367,2022,Haryana,Human Resources,34,25-09-2022 04:00:02
368,2022,Haryana,Indic Language Startups,3,25-09-2022 04:00:02
369,2022,Haryana,Internet of Things,4,25-09-2022 04:00:02
370,2022,Haryana,IT Services,91,25-09-2022 04:00:02
371,2022,Haryana,Logistics,5,25-09-2022 04:00:02
372,2022,Haryana,Marketing,21,25-09-2022 04:00:02
373,2022,Haryana,Media & Entertainment,9,25-09-2022 04:00:02
374,2022,Haryana,Nanotechnology,1,25-09-2022 04:00:02
375,2022,Haryana,Non- Renewable Energy,17,25-09-2022 04:00:02
376,2022,Haryana,Other Specialty Retailers,6,25-09-2022 04:00:02
377,2022,Haryana,Others,53,25-09-2022 04:00:02
378,2022,Haryana,Pets & Animals,6,25-09-2022 04:00:02
379,2022,Haryana,Professional & Commercial Services,41,25-09-2022 04:00:02
380,2022,Haryana,Real Estate,10,25-09-2022 04:00:02
381,2022,Haryana,Renewable Energy,19,25-09-2022 04:00:02
382,2022,Haryana,Retail,31,25-09-2022 04:00:02
383,2022,Haryana,Robotics,2,25-09-2022 04:00:02
384,2022,Haryana,Safety,7,25-09-2022 04:00:02
385,2022,Haryana,Security Solutions,9,25-09-2022 04:00:02
386,2022,Haryana,Social Impact,6,25-09-2022 04:00:02
387,2022,Haryana,Social Network,8,25-09-2022 04:00:02
388,2022,Haryana,Sports,5,25-09-2022 04:00:02
389,2022,Haryana,Technology Hardware,29,25-09-2022 04:00:02
390,2022,Haryana,Telecommunication & Networking,10,25-09-2022 04:00:02
391,2022,Haryana,Textiles & Apparel,20,25-09-2022 04:00:02
392,2022,Haryana,Toys and Games,5,25-09-2022 04:00:02
393,2022,Haryana,Transportation & Storage,12,25-09-2022 04:00:02
394,2022,Haryana,Travel & Tourism,15,25-09-2022 04:00:02
395,2022,Haryana,Waste Management,10,25-09-2022 04:00:02
396,2022,Himachal Pradesh,Advertising,1,25-09-2022 04:00:02
397,2022,Himachal Pradesh,Agriculture,9,25-09-2022 04:00:02
398,2022,Himachal Pradesh,AI,2,25-09-2022 04:00:02
399,2022,Himachal Pradesh,Construction,6,25-09-2022 04:00:02
400,2022,Himachal Pradesh,Dating Matrimonial,1,25-09-2022 04:00:02
401,2022,Himachal Pradesh,Education,7,25-09-2022 04:00:02
402,2022,Himachal Pradesh,Fashion,2,25-09-2022 04:00:02
403,2022,Himachal Pradesh,Finance Technology,1,25-09-2022 04:00:02
404,2022,Himachal Pradesh,Food & Beverages,4,25-09-2022 04:00:02
405,2022,Himachal Pradesh,Green Technology,2,25-09-2022 04:00:02
406,2022,Himachal Pradesh,Healthcare & Lifesciences,13,25-09-2022 04:00:02
407,2022,Himachal Pradesh,Human Resources,1,25-09-2022 04:00:02
408,2022,Himachal Pradesh,Internet of Things,1,25-09-2022 04:00:02
409,2022,Himachal Pradesh,IT Services,10,25-09-2022 04:00:02
410,2022,Himachal Pradesh,Marketing,4,25-09-2022 04:00:02
411,2022,Himachal Pradesh,Media & Entertainment,1,25-09-2022 04:00:02
412,2022,Himachal Pradesh,Nanotechnology,1,25-09-2022 04:00:02
413,2022,Himachal Pradesh,Others,4,25-09-2022 04:00:02
